,Name,Price,Storage,RAM Memory,Screen size,Screen Resolution,Processor Model,Processor Number,Processor manufacturer,Operating System,Battery Run Time,Optical Drive,Touchscreen,Warranty
916,Refurbished Asus X453MA Intel Celeron N2840 2GB 500GB 14 Inch Windows 8.1 Laptop  - A2/90NB04W1-M05820,189.97,500.0,2.0,14.0,,Intel Celeron,N2840,Intel,Windows 8.1,,No optical drive,Non Touch,3 Month RTB Warranty
917,"MSI GT62VR 7RE Core i7-7700HQ 16GB 128GB SSD + 1TB GeForce GTX 1070 15.6"" Windows 10 Gaming Laptop  - 9S7-16L231-250",1797.97,1000.0,16.0,15.6,1920 x 1080,Intel Core i7,7700HQ,Intel,Windows 10,,No optical drive,Non Touch,1 year warranty
918,Lenovo V110-15ISK 80TL Core i5-6200U 4GB 500GB DVD-RW 15.6 Inch Windows 10 Notebook - 80TL000PUK,389.98,500.0,4.0,15.6,1366 x 768,Intel Core i5,6200U,Intel,Windows 10,5.5,DVD-RW,Non Touch,1 year warranty
919,Asus Chromebook Silver 12.5 INCH - M3-6Y30 8GB 64GB eMMC UMA No-ODD FHD Touch Chrome OS 1yr - C302CA-GU003-OSS,668.98,,8.0,12.5,1920 x 1080,Core M3,m3-6Y30,Intel,Chrome OS,10.0,None,,3 year warranty
920,HP EliteBook 840 G3  Core i5-6200U 8GB 256GB SSD 14 Inch Windows 10 Professional Laptop - Y3B70EA,1283.98,256.0,8.0,14.0,1920 x 1080,Intel Core i5,6200U,Intel,Windows 10 Pro,13.5,No optical drive,Non Touch,3 year warranty
921,PC Specialist Defiance III BD17 Core i7-7700HQ 8GB 1TB + 256GB SSD GeForce GTX 1060 17.3 Inch Window - PCS-L1779081,1349.97,256.0,8.0,17.3,1920 x 1080,Intel Core i7,7700HQ,Intel,Windows 10,4.0,No optical drive,Non Touch,
922,HP EliteBook 840 Core i5-6200U 8GB 256GB SSD 14 Inch Windows 10 Professional Laptop  - V1C51EA,1413.97,256.0,8.0,14.0,1920 x 1080,Intel Core i5,6200U,Intel,Windows 10 Pro,13.5,No optical drive,Non Touch,1 year warranty
923,Fujitsu Lifebook U747 Core i7-7500U 8GB 512GB SSD 14 Inch Windows 10 Professional Laptop  - VFY:U7470M472PGB,1384.97,512.0,8.0,14.0,1920 x 1080,Intel Core i7,7500U,Intel,Windows 10 Pro,10.0,No optical drive,Non Touch,2 year warranty
924,Toshiba Portégé X20W-D-10Q Core i5-7200U 8GB 256GB SSD 12.5 Inch Windows 10 Professional Convertible - PRT12E-01600KEN,1329.97,256.0,8.0,12.5,1920 x 1080,Intel Core i5,7200u,Intel,Windows 10 Pro,,None,,
925,Dell Latitude 7280 Core i7-7600U 8GB 256GB SSD 12.5 Inch Windows 10 Professional Laptop - 7FCGT,1384.97,256.0,8.0,12.5,1920 x 1080,Intel Core i7,7600U,Intel,Windows 10 Pro,6.0,No optical drive,Non Touch,3 year warranty
926,Acer Chromebook C731T Intel Celeron N3060 4GB 32GB 11.6 Inch Touchscreen Chrome OS Laptop - NX.GM9EK.001,274.97,32.0,4.0,11.6,1366 x 768,Intel Celeron,N3060,Intel,Chrome OS,11.0,None,Touchscreen,1 year warranty
927,Acer C731-C78G Intel Celeron N3060 4GB 32GB 11.6 Inch Chrome OS Chromebook Laptop - NX.GM8EK.002,234.97,32.0,4.0,11.6,1366 x 768,Intel Celeron,N3060,Intel,Chrome OS,13.0,None,Non Touch,1 year warranty
928,HP EliteBook 840 G3 Core i7-6500U 8GB 512GB SSD 14 Inch Windows 10 Professional Laptop - Y8R01EA,1634.98,512.0,8.0,14.0,1920 x 1080,Intel Core i7,6500U,Intel,Windows 10 Pro,13.0,None,Non Touch,3 year warranty
929,Refurbished Lenovo MIIX 310 Intel Atom x5-Z8350 2GB 32GB 10.1 Inch Windows 10 Touchscreen Convertible Laptop - A1/80SG000FUK,179.97,32.0,2.0,10.1,1280 x 800,Intel Atom,Z8350,Intel,Windows 10,10.0,No optical drive,Touchscreen,3 Month RTB Warranty
930,Dell XPS 13-9360 Core i7-7500U 8GB 256GB SSD 13.3 Inch Windows 10 Laptop - Rose Gold - YYP5D,1367.98,256.0,8.0,13.3,3200 x 1800,Intel Core i7,7500U,Intel,Windows 10,6.0,No optical drive,Non Touch,1 year warranty
931,Refurbished HP Pavilion x360 13-u063sa Intel Core i5-6200U 8GB 128GB 13.3 Inch Touchscreen Convertible Windows 10 Laptop in Gold - A2/Y6J15EA,449.97,128.0,8.0,13.3,1920 x 1080,Intel Core i5,6200U,Intel,Windows 10,,No optical drive,,
932,HP EliteBook 840 G3 Core i5-6200U 4GB 256GB SSD 14 Inch Windows 10 Professional Laptop  - Y8Q83EA,1264.97,256.0,4.0,14.0,1920 x 1080,Intel Core i5,6200U,Intel,Windows 10 Pro,12.0,None,Non Touch,3 year warranty
933,HP EliteBook x360 1030 Core i7-7600U 8GB 256GB SSD 13.3 Inch Windows 10 Professional Laptop - Z2W74EA,1674.97,256.0,8.0,13.3,1920 x 1080,Intel Core i7,7600U,Intel,Windows 10 Pro,16.0,None,Non Touch,3 year warranty
934,HP EliteBook 850 G3 Core i7-6500U 8GB 256GB SSD 15.6 Inch Windows 10 Professional Laptop  - Y3B77EA,1404.97,256.0,8.0,15.6,1920 x 1080,Intel Core i7,6500U,Intel,Windows 10 Pro,12.0,No optical drive,Non Touch,3 year warranty
935,Acer Swift SF314-52 Intel Core i3-7100U 8GB 128GB SSD 14 Inch Windows 10 Laptop - NX.GNUEK.001,624.97,128.0,8.0,14.0,1920 x 1080,Intel Core i3,7100U,Intel,Windows 10,10.0,No optical drive,Non Touch,1 year warranty
936,Asus ROG Zephyrus GX501 Core i7-7700HQ 8GB 512GB SSD GeForce GTX 1070 15.6 Inch Windows 10 Ultra Thin Gaming Laptop - GX501VS-GZ058T,1797.97,512.0,16.0,15.6,1920 x 1080,Intel Core i7,7700HQ,Intel,Windows 10,4.0,No optical drive,Non Touch,
937,"Refurbished HP Stream x360 11-aa051sa 11.6"" Intel Celeron N3060 1.6GHz 2GB 32GB eMMC  Windows 10 Touchscreen Convertible Laptop in Blue - A2/Y5V26EA",169.97,32.0,2.0,11.6,1366 x 768,Intel Celeron,N3060,Intel,Windows 10,11.0,No optical drive,Touchscreen,3 Month RTB Warranty
938,Acer TravelMate P449-G2-M-56S0 Core i5-7200U 4GB 500GB 14 Inch Windows 10 Professional Laptop - NX.VEFEK.008,497.98,500.0,4.0,14.0,1366 x 768,Intel Core i5,7200u,Intel,Windows 10 Pro,8.0,None,Non Touch,1 year warranty
939,Refurbished HP 14-bs044na Intel Pentium N3710 4GB 128GB 14 Inch Windows 10 Laptop in Empress Red - A1/2CQ55EA,279.97,128.0,4.0,14.0,1366 x 768,Intel Pentium,N3710,Intel,Windows 10,12.0,No optical drive,Non Touch,3 Month RTB Warranty
940,Refurbished Levovo IdeaPad 310 Core i3-6006U 2GHz 4GB 1TB 15.6 Inch Windows 10 Laptop in Silver - A1/80SM01MAUK,299.97,1000.0,4.0,15.6,1920 x 1080,Intel Core i3,6006U,Intel,Windows 10,6.0,No optical drive,Non Touch,3 Month RTB Warranty
941,dell XPS 15-9560 Core i5-7300HQ 8GB 1TB + 32GB SSD 15.6 Inch Windows 10 Laptop - WMNPX,1383.97,32.0,8.0,15.6,1920 x 1080,Intel Core i5,7300HQ,Intel,Windows 10,,No optical drive,Non Touch,1 year warranty
942,Refurbished HP Pavilion 15-au176sa Core i3-7100U 8GB 128GB 15.6 Inch Windows 10 Laptop in White - A2/Z9F62EA,349.97,128.0,8.0,15.6,1366 x 768,Intel Core i3,7100U,Intel,Windows 10,9.0,No optical drive,Non Touch,3 Month RTB Warranty
943,Refurbished HP Pavilion 15-cc076sa Core i7-7500U 8GB 256GB NVIDIA GeForce 940MX Graphics 15.6 Inch Windows 10 Laptop - A1/2CN48EA,599.97,256.0,8.0,15.6,1920 x 1080,Intel Core i5,7500U,Intel,Windows 10,10.0,No optical drive,Non Touch,
944,Asus C202SA-GJ0027 2GB 16GB eMMC 11.6 Inch Chrome OS Chromebook - C202SA-GJ0027,204.97,16.0,2.0,11.6,1366 x 768,Intel Celeron,N3060,Intel,Chrome OS,10.0,No optical drive,Non Touch,1 year warranty
945,Asus C301SA-FC032 Intel Celeron N3160 4GB 32GB Chrome OS Chromebook - C301SA-FC032,199.97,32.0,4.0,13.3,1920 x 1080,Intel Celeron,N3160,Intel,Chrome OS,,No optical drive,Non Touch,1 year warranty
946,Acer ES1-132-C8WF Intel Celeron N3350 4GB 32GB 11.6 Inch  Windows 10 Laptop - NX.GGLEK.005,229.97,32.0,4.0,11.6,1366 x 768,Intel Celeron,N3350,Intel,Windows 10,8.0,None,Non Touch,1 year warranty
947,Panasonic Toughbook Intel Core i5-7300U 8GB 256GB SSD 12 Inch Windows 10 Professional Laptop - CF-33AEHFZTE,3499.97,256.0,8.0,12.0,2160 x 1440,Intel Core i5,7300u,Intel,Windows 10 Pro,10.0,No optical drive,Non Touch,1 year warranty
948,CF-54G0492TE MK3 HD DVD SERIAL VGA W10 - CF-54G0492TE,1849.97,500.0,4.0,14.0,1366 x 768,Intel Core i5,7300u,Intel,Windows 10 Pro,10.0,DVD-RW,Non Touch,1 year warranty
949,MSI GE63VR 7RF Raider Core i7-7700HQ 16GB 1TB + 512GB SSD 15.6 Inch GeForce GTX 1070 8GB Windows 10 Gaming Laptop - 9S7-16P112-044,2099.97,512.0,16.0,15.6,1920 x 1080,Intel Core i7,7700HQ,Intel,Windows 10,4.0,No optical drive,Non Touch,
950,MSI GE63VR 7RE Raider Core i7-7700HQ 8GB 1TB + 256GB SSD 15.6 Inch GeForce GTX 1060 6GB Windows 10 Gaming Laptop - 9S7-16P112-045,1349.97,256.0,8.0,15.6,1920 x 1080,Intel Core i7,7700HQ,Intel,Windows 10,4.0,No optical drive,Non Touch,
951,MSI GE73VR 7RE Raider Core i7-7700HQ 8GB 1TB + 128GB SSD 17.3 Inch 120Hz GeForce GTX 1060 6GB Windows 10 Gaming Laptop - 9S7-17C112-056,1499.97,1000.0,8.0,17.3,1920 x 1080,Intel Core i7,7700HQ,Intel,Windows 10,4.0,No optical drive,Non Touch,
952,HP ZBook 17 G4 Core i7-7820HQ 32GB 512GB SSD 17.3 Inch Windows 10 Professional Laptop  - Y6K24EA,4014.97,512.0,32.0,17.3,3840 x 2160,Intel Core i7,7820HQ,Intel,Windows 10 Pro,,None,Non Touch,3 year warranty
953,HP Elite x2 1012 Intel Core i5-7200U 8GB 256GB SSD 12.3 Inch Windows 10 Professional Touchscreen Convertible Laptop - 1LV39EA,2044.97,256.0,8.0,12.3,2736 x 1824,Intel Core i5,7200u,Intel,Windows 10 Pro,10.0,None,Touchscreen,3 year warranty
954,Dell Latitude 12 5289 2 In 1 Core i5-7200U 8GB 256GB SSD 12.5 Inch Windows 10 Professional Laptop  - VRW1H,1397.98,256.0,8.0,12.5,1920 x 1080,Intel Core i5,7200u,Intel,Windows 10 Pro,6.0,No optical drive,Non Touch,1 year warranty
955,Lenovo ThinkPad P51 Intel Core i7-7700HQ 8GB 512GB SSD NVIDIA Quadro M1200M Graphics 15.6 Inch windows 10 Professional Laptop - 20HH001QUK,1499.97,512.0,8.0,15.6,1920 x 1080,Intel Core i7,7700HQ,Intel,Windows 10 Pro,8.0,No optical drive,Non Touch,3 year warranty
956,HP ZBook 15 G4 Core i7-7700HQ 8GB 256GB SSD 15.6 Inch Windows 10 Professional Laptop  - Y6K19ET,2274.97,256.0,8.0,15.6,1920 x 1080,Intel Core i7,7700HQ,Intel,Windows 10 Pro,,None,Non Touch,3 year warranty
957,"Refurbished Toshiba CB30-B-103 Intel Celeron N2840 13.3"" HD 2GB 16GB eMMC Google Chrome OS Laptop - A2/PLM02E-00F003EN",219.97,16.0,2.0,13.3,,Intel Celeron,N2840,Intel,Chrome OS,,No optical drive,Non Touch,3 Month RTB Warranty
958,MSI GT75VR 7RF Titan Pro Core i7-7820HK 32GB 1TB + 512GB SSD 17.3 Inch 120Hz GeForce GTX 1080 8GB Windows 10 Home Gaming Laptop - 9S7-17A211-007,2599.97,512.0,16.0,17.3,1920 x 1080,Intel Core i7,7820HK,Intel,Windows 10,3.0,No optical drive,Non Touch,
959,HP x360 11 G1 Intel Celeron N3350 4GB 32GB SSD 11.6 Inch Chrome OS Touchscreen Convertible Chromebook - Smoke Grey - 1TT14EA,414.97,32.0,4.0,11.6,1366 x 768,Intel Celeron,N3350,Intel,Chrome OS,12.0,None,Touchscreen,1 year warranty
960,Refurbished ASUS VivoBook Max X541NA Intel Celeron N3350 4GB 1TB 15.6 Inch Windows 10 Laptop  - A1/90NB0E83-M09470,219.97,1000.0,4.0,15.6,,Intel Celeron,N3350,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
961,Refurbished ASUS Transformer Book TP200SA Intel Celeron N3050 2GB 32GB 11.6 Inch 2 in 1 Touchscreen Windows 10 Laptop - A1/90NL0081-M02880,179.97,32.0,2.0,11.6,,Intel Celeron,N3050,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
962,Refurbished ASUS C300SA Intel Celeron N3060 2GB 32GB 13.3 Inch Chrome OS ChromeBook  - A1/90NB0BL4-M00590,189.97,32.0,2.0,13.3,,Intel Celeron,N3060,Intel,Chrome OS,,No optical drive,Non Touch,3 Month RTB Warranty
963,Refurbished Asus Cloudbook Intel Celeron N3550 2GB 32GB 11.6 Inch Windows 10 Laptop in White - A1/90NB0EZ1-M03860,149.97,32.0,2.0,11.6,,Intel Celeron,N3550,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
964,Refurbished Asus VivoBook E AMD E2-7110 4GB 32GB SSD 14 Inch Windows 10 Laptop - A1/90NB0HC3-M00410,199.97,32.0,4.0,14.0,,AMD E series,7110,AMD,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
965,Refurbished Asus FX503 Core i5-7300HQ 8GB 1TB GeForce GTX 1050 2GB 15.6 Inch Windows 10 Gaming Lapto - A1/90NR0GN1-M01620,619.97,1000.0,8.0,15.6,,Intel Core i5,7300HQ,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
966,Refurbished Asus FX503VD-E4072T Core i5-7300HQ 8GB 1TB GeForce GTX 1050 2GB 15.6 Inch Windows 10 Gam - A1/90NR0GN1-M01830,649.97,1000.0,8.0,15.6,,Intel Core i5,7300HQ,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
967,Acer Spin 5 Pro SP513-52NP Core i3-8130U 8GB 128GB 13.3 Inch Windows 10 Pro Laptop - NX.H0EEK.001,848.98,128.0,8.0,13.3,1920 x 1080,Intel Core i3,8130U,Intel,Windows 10 Pro,13.0,No optical drive,Touchscreen,1 year warranty
968,Refurbished ASUS FX502VD Core i7 7700HQ 16GB 256GB GeForce GTX 1050 15.6 Inch Windows 10 Laptop - a1/90NB0F05-M01400,979.97,256.0,16.0,15.6,,Intel Core i7,7700HQ,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
969,Refurbished Asus ROG Strix Scar Edition Core i7-7700HQ 16GB 1TB + 256GB SSD GeForce GTX 1060 6GB 17. - A1/90NB0GL1-M01580,1599.97,256.0,16.0,17.3,,Intel Core i7,7700HQ,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
970,Refurbished Asus Transformer 3 Pro Core i5-6200U 4GB 256GB SSD 12.6 Inch Windows 10 2 in 1 Laptop - A1/90NB0C62-M03210,534.97,256.0,4.0,12.6,,Intel Core i5,6200U,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
971,Refurbished Asus VivoBook Flip 12 TP203NA Intel Celeron N3350 2GB 32GB 11.6 Inch Windows 10 Laptop - A1/90NB0EQ2-M01340,179.97,32.0,2.0,11.6,,Intel Celeron,N3350,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
972,Refurbished ASUS ZenBook Core I7-6500U 8GB 500GB + 256GB SSD 13.3 Inch Windows 10 Laptop - A1/90NB0CJ1-M02970,669.97,500.0,8.0,13.3,,Intel Core i7,6500U,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
973,Refurbished Asus Zenbook 3 Core i5-7200U 8GB 512GB SSD 12.5 Inch Windows 10 Laptop - A1/90NB0CZ1-M02250,779.97,512.0,8.0,12.5,,Intel Core i5,7200u,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
974,Refurbished Asus Zenbook 3 Deluxe Core i5-7200U 8GB 256GB SSD 14 Inch Windows 10 Laptop - A1/90NB0EI1-M03580,849.97,256.0,8.0,14.0,,Intel Core i5,7200u,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
975,Refurbished Asus VivoBook L403NA Intel Pentium N4200 4GB 64GB 14 Inch Windows 10 laptop  - A1/90NB0DT1-M01690,219.97,64.0,4.0,14.0,,Intel Pentium,N4200,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
976,Refurbished Asus L403N Intel Pentium N4200 4GB 64GB 14 Inch WIndows 10 Laptop  - A1/90NB0DT1-M03300,214.97,64.0,4.0,14.0,,Intel Pentium,N4200,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
977,Refurbished Asus Transformer Book T101HA Intel Atom X5-Z8350 2GB 32GB SSD 10.1 Inch Windows 10 Convertible Tablet  - A1/90NB0BK2-M00230,179.97,32.0,2.0,10.1,,Intel Atom,Z8350,Intel,Windows 10,,No optical drive,Touchscreen,3 Month RTB Warranty
978,Refurbished ASUS ROG Strix Core i7-7700HQ 8GB 128GB GeForce GTX 1050Ti 15.6 Inch  Windows 10 Gaming laptop  - A1/GL553VE-DM292T,819.97,1000.0,8.0,15.6,1920 x 1080,Intel Core i7,7700HQ,Intel,Windows 10,6.0,No optical drive,Non Touch,
979,Refurbished Asus VivoBook X540NA GQ052T Intel Pentium N4200 4GB 1TB 15.6 Inch Windows 10 Laptop - A1/X540NA-GQ052T,259.97,1000.0,4.0,15.6,1366 x 768,Intel Pentium,N4200,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
980,Refurbished ASUS ROG Zephyrus GX501 Core i7-8750H 16GB 1TB GeForce GTX 1080 15.6 Inch Windows 10 Gaming Laptop  - A1/GX501GI-EI012T,2299.97,1000.0,16.0,15.6,1920 x 1080,Intel Core i7,8750H,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
981,Refurbished Asus VivoBook Flip Intel Celeron N3350 2GB 32GB 11.6 Inch Windows 10 Convertible Laptop in Grey  - A1/TP203NA-BP038T,179.97,32.0,2.0,11.6,1366 x 768,Intel Celeron,N3350,Intel,Windows 10,8.0,No optical drive,Non Touch,3 Month RTB Warranty
982,Refurbished Dell P69Q Intel Pentium 4415U 4GB 1TB 13.3 Inch Windows 10 Laptop - A1/79XTMJ2,279.97,1000.0,4.0,13.3,,Intel Pentium,4415U,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
983,Refurbished TOSHIBA L830-160 INTEL CORE I3 2ND GEN 4GB 640GB 13.3 Inch Windows 10 Laptop - T1/442059,189.97,640.0,4.0,13.3,,Intel Core i3,,Intel,Windows 10,,None,Non Touch,30 Day RTB Warranty
984,Refurbished Acer N16C1 Intel Celeron N3350 4GB 1TB 15.6 Inch Windows 10 Laptop in Black/Red - A1/NX.GFUEK.001,219.97,1000.0,4.0,15.6,1366 x 768,Intel Celeron,N3350,Intel,Windows 10,5.0,No optical drive,Non Touch,3 Month RTB Warranty
985,Toshiba Portege x30-d-10x Core i5-7200U 8GB 256 GB SSD 13.3 Inch Laptop - PT272E-00S00TEN,1048.97,256.0,8.0,13.3,1920 x 1080,Intel Core i5,7200u,Intel,Windows 10 Pro,14.0,None,Non Touch,1 year warranty
986,Dell Chromebook 11 N3060 Intel Celeron 4GB 32GB 11.6 Inch Chrome OS Convertible Laptop - GYYX4,292.97,32.0,4.0,11.6,1366 x 768,Intel Celeron,N3060,Intel,Chrome OS,,None,Touchscreen,1 year warranty
987,HP ProBook 640 G2 Core i5-6200U 4GB 500GB 14 Inch DVD-RW Windows 10 Professional Laptop - Y3B20EA,904.97,500.0,4.0,14.0,1366 x 768,Intel Core i5,6200U,Intel,Windows 10,10.0,DVD-RW,Non Touch,1 year warranty
988,Dell Latitude 3380 Core i5-7200U 8GB 128GB SSD 13.3 Inch Windows 10 Professional Laptop  - YRN49,673.97,128.0,8.0,13.3,1366 x 768,Intel Core i5,7200u,Intel,Windows 10 Pro,12.0,None,Non Touch,1 year warranty
989,Lenovo ThinkPad X1 Core i7-7500U 16GB 512GB SSD 14 Inch Windows 10 Professional Laptop  - 20HR002MUK,1978.97,512.0,16.0,14.0,1920 x 1080,Intel Core i7,7500U,Intel,Windows 10 Pro,15.0,None,Non Touch,3 year warranty
990,Toshiba Portégé Z30-C Core i5-6200U 4GB 128GB SSD 13.3 Inch Windows 10 Professional Laptop  - PT263E-0V104MEN,1312.97,128.0,4.0,13.3,1920 x 1080,Intel Core i5,6200U,Intel,Windows 10 Pro,14.0,None,Non Touch,1 year warranty
991,New Apple MacBook Intel Core M3 1.2GHz 256GB SSD 12 Inch Laptop - Space Grey - MNYF2B/A,1129.97,256.0,8.0,12.0,2304 x 1440,Core M3,,Intel,Apple OS X,12.0,None,Non Touch,1 year warranty
992,Refurbished HP Pavilion 15-au175sa Core i3-7100U 8GB 1TB 15.6 Inch Windows 10 Laptop in Red - A1/Z9F60EA,359.97,1000.0,8.0,15.6,,Intel Core i3,7100U,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
993,Lenovo ThinkPad Yoga 370 Intel Core i7-7500U 8GB 256GB SSD 13.3 Inch Windows 10 Pro Touchscreen Convertible Laptop - 20JH002LUK,1509.97,256.0,8.0,13.3,1920 x 1080,Intel Core i7,7500U,Intel,Windows 10 Pro,12.5,None,Touchscreen,1 year warranty
994,HP Chromebook 11 G5 Celeron N3060 4GB 16GB 11.6 Inch Chrombook OS Laptop - Z2Y95EA,299.98,16.0,4.0,11.6,1366 x 768,Intel Celeron,N3060,Intel,Chrome OS,,None,Touchscreen,1 year warranty
995,Refurbished TOSHIBA L830-160 INTEL CORE I3 2ND GEN 4GB 640GB 13.3 Inch Windows 10 Laptop - T1/442059,189.97,640.0,4.0,13.3,,Intel Core i3,,Intel,Windows 10,,None,Non Touch,30 Day RTB Warranty
996,Refurbished DELL VOSTRO 3300 INTEL CORE I5 1ST GEN 4GB 64GB 13.3 Inch Windows 10 Laptop - T1/444328,259.97,64.0,4.0,13.3,,Intel Core i5,,Intel,Windows 10,,None,Non Touch,30 Day RTB Warranty
997,Refurbished DELL LATITUDE E5510 INTEL CORE I5 1ST GEN 4GB 250GB 15.6 Inch Windows 10 Laptop - T1/442016,259.97,250.0,4.0,15.6,,Intel Core i5,,Intel,Windows 10,,None,Non Touch,30 Day RTB Warranty
998,Refurbished FUJITSU LIFEBOOK S710 INTEL CORE I5 1ST GEN 2GB 320GB 14 Inch Windows 10 Laptop - T1/442063,249.97,320.0,2.0,14.0,,Intel Core i5,,Intel,Windows 10,,None,Non Touch,30 Day RTB Warranty
999,Refurbished Hewlett Packard DM4-1050 INTEL CORE I5 1ST GEN 3GB 320GB 14 Inch Windows 10 Laptop - T1/449091,239.97,320.0,3.0,14.0,,Intel Core i5,,Intel,Windows 10,,None,Non Touch,30 Day RTB Warranty
1000,Refurbished Hewlett Packard DM4-1150 INTEL CORE I5 1ST GEN 4GB 500GB 14 Inch Windows 10 Laptop - T1/442680,259.97,500.0,4.0,14.0,,Intel Core i5,,Intel,Windows 10,,None,Non Touch,30 Day RTB Warranty
1001,Refurbished Hewlett Packard PAVILION DV3 INTEL CORE I5 1ST GEN 4GB 750GB 13.3 Inch Windows 10 Laptop - T1/437285,249.97,750.0,4.0,13.3,,Intel Core i5,,Intel,Windows 10,,None,Non Touch,30 Day RTB Warranty
1002,Refurbished LENOVO THINKPAD 3680VVA INTEL CORE I5 1ST GEN 4GB 320GB 12.1 Inch Windows 10 Laptop - T1/444376,249.97,320.0,4.0,12.1,,Intel Core i5,,Intel,Windows 10,,None,Non Touch,30 Day RTB Warranty
1003,Refurbished LENOVO 3680-MG1 INTEL CORE I5 1ST GEN 4GB 160GB 12 Inch Windows 10 Laptop - T1/435820,249.97,160.0,4.0,12.0,,Intel Core i5,,Intel,Windows 10,,None,Non Touch,30 Day RTB Warranty
1004,Refurbished ASUS X53E-SX947V INTEL CORE I5 2ND GEN 3GB 320GB 15.6 Inch Windows 10 Laptop - T1/447402,259.97,320.0,3.0,15.6,,Intel Core i5,,Intel,Windows 10,,None,Non Touch,30 Day RTB Warranty
1005,Refurbished DELL LATITUDE E6420 INTEL CORE I5 2ND GEN 4GB 320GB 14 Inch Windows 10 Laptop - T1/449318,259.97,320.0,4.0,14.0,,Intel Core i5,,Intel,Windows 10,,None,Non Touch,30 Day RTB Warranty
1006,Refurbished DELL LATITUDE E5420 INTEL CORE I5 2ND GEN 4GB 320GB 14 Inch Windows 10 Laptop - T1/449255,259.97,320.0,4.0,14.0,,Intel Core i5,,Intel,Windows 10,,None,Non Touch,30 Day RTB Warranty
1007,Refurbished DELL LATITUDE E6220 INTEL CORE I5 2ND GEN 4GB 160GB 12 Inch Windows 10 Laptop - T1/447290,259.97,160.0,4.0,12.0,,Intel Core i5,,Intel,Windows 10,,None,Non Touch,30 Day RTB Warranty
1008,Refurbished Samsung Galaxy Book Core i5 7200 8GB 256GB 12 Inch Windows 10 laptop  - A1/SM-W720NZKABTU,989.97,256.0,8.0,12.0,2160 x 1440,Intel Core i5,7200u,Intel,Windows 10,11.0,No optical drive,Non Touch,3 Month RTB Warranty
1009,Refurbished HP Chromebook 13 G1 Core M3 6Y30 4GB 32GB 13.3 Inch Chrome OS Laptop  - A1/T6R48EA,429.97,32.0,4.0,13.3,3200 x 1800,Core M3,6Y30,Intel,Chrome OS,,No optical drive,Non Touch,3 Month RTB Warranty
1010,Panasonic Toughbook Cf-33 Intel Core i5-7300U 8GB 256GB SSD 12 Inch Windows 10 Professional Laptop - CF-33AEHFATE,3719.98,256.0,8.0,12.0,2160 x 1440,Intel Core i5,7300u,Intel,Windows 10 Pro,10.0,No optical drive,Non Touch,1 year warranty
1011,HP x360 G1 Intel Celeron N3350 4GB 32GB SSD 11.6 Inch Chrome OS Chromebook - 1TT17EA,473.96,32.0,4.0,11.6,1366 x 768,Intel Celeron,N3350,Intel,Chrome OS,12.0,None,Non Touch,1 year warranty
1012,Refurbished HP 15-bs046na Intel Celeron N3060 4GB 1TB 15.6 Inch Windows 10 Laptop in Jet Black - A2/2CQ68EA,199.97,1000.0,4.0,15.6,1366 x 768,Intel Celeron,N3060,Intel,Windows 10,11.0,No optical drive,Non Touch,3 Month RTB Warranty
1013,GRADE A1 - Asus GL702ZC Ryzen 7 1700 16GB 1TB + 256GB SSD Radeon RX 580 4GB 17.3 Inch Windows 10 Gaming Laptop - 77423805/1/GL702ZC-GC104T,1399.97,256.0,16.0,17.3,1920 x 1080,Ryzen 7,1700,AMD,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1014,Refurbished HP 15-bs560sa Core i3-7100U 4GB 1TB 15.6 Inch Windows 10 Laptop in Red - a1/2PW32EA,319.97,1000.0,4.0,15.6,1920 x 1080,Intel Core i3,7100U,Intel,Windows 10,9.0,No optical drive,Non Touch,3 Month RTB Warranty
1015,Refurbished HP Notebook 14-bp068sa Core i5-7200U 4GB 128GB 14 Inch Windows 10 Laptop Purple - a1/2PW20EA,499.97,128.0,4.0,14.0,1920 x 1080,Intel Core i5,7200u,Intel,Windows 10,11.0,No optical drive,Non Touch,3 Month RTB Warranty
